0.0004 1.0
0.0008 0.99
0.0016 0.98
0.0032 0.96
0.0064 0.93
0.0128 0.87
0.0192 0.8
0.0256 0.76
0.0384 0.64
0.0512 0.55
0.06 0.48
0.07 0.42
0.08 0.36
0.09 0.32
0.1 0.28
0.12 0.21
0.13 0.18
0.15 0.14
0.16 0.12
